symbol,timeframe,trial,balance,ema_fast,ema_slow,rsi_length,adx_length,vwap_length,volume_zscore,mean_rev_length,rsi_overbought,rsi_oversold,adx_threshold,mean_rev_threshold,ema,rsi,adx,vwap,volume,mean_reversion,stoploss,takeprofit,trailing
ETH/USDT,5m,6,1040.1199999999994,12,78,20,11,24,2.83,22,77,14,30,1.34,0.83,0.99,0.88,0.93,1.5,0.81,0.0084,0.0177,0.0049
ETH/USDT,5m,7,975.2599999999998,10,74,13,11,14,1.18,10,65,15,15,0.83,1.44,1.41,1.27,1.46,1.2,1.46,0.0215,0.0269,0.0041
ETH/USDT,5m,8,1041.94,15,51,17,11,20,1.92,9,72,21,18,1.65,1.3,0.81,1.27,1.18,1.47,1.33,0.0232,0.0134,0.0056
ETH/USDT,5m,9,969.96,17,47,9,11,13,1.14,15,77,20,22,1.5,1.09,1.36,1.17,0.9,0.66,0.62,0.0081,0.0317,0.0076
ETH/USDT,5m,10,972.56,16,50,15,20,10,2.75,14,79,19,30,1.91,0.81,0.81,1.25,1.34,0.99,1.19,0.0084,0.0307,0.006
ETH/USDT,5m,11,972.56,9,78,15,19,22,2.34,12,69,18,25,1.69,1.06,1.05,0.82,1.47,0.94,1.17,0.0119,0.0255,0.0102
ETH/USDT,5m,12,972.56,17,60,17,12,19,1.74,19,79,28,26,1.3,0.92,1.08,1.0,1.27,0.8,1.39,0.0152,0.0236,0.0055
ETH/USDT,5m,13,972.56,20,72,10,9,18,2.3,8,67,16,24,1.0,0.98,0.84,1.1,1.41,0.68,0.98,0.0139,0.0264,0.0095
ETH/USDT,5m,14,1025.31,15,90,12,17,17,2.0,11,66,29,17,1.66,0.96,1.49,0.71,1.22,0.98,0.72,0.022,0.013,0.0095
ETH/USDT,5m,15,1040.1199999999994,16,60,8,16,20,2.48,27,66,26,24,1.44,0.87,1.29,1.02,1.15,1.45,0.81,0.0093,0.0148,0.0052
ETH/USDT,5m,16,972.56,8,24,12,15,7,2.14,9,76,29,18,1.17,0.85,1.13,1.22,1.41,0.76,1.12,0.0105,0.0206,0.0053
ETH/USDT,5m,17,972.56,17,91,13,15,9,2.6,26,80,18,21,0.77,1.19,0.84,1.3,1.4,1.19,1.48,0.0157,0.0252,0.0089
ETH/USDT,5m,18,970.1099999999997,13,25,6,7,14,1.98,14,79,21,29,1.8,1.09,1.34,1.02,1.13,1.39,0.97,0.0242,0.0237,0.0103
ETH/USDT,5m,19,1041.4499999999998,10,91,7,6,21,1.72,7,70,25,27,1.74,1.41,1.31,0.82,1.02,1.15,0.76,0.0201,0.0122,0.0107
ETH/USDT,5m,20,975.9299999999998,11,99,13,14,14,2.45,21,80,14,16,1.28,1.2,0.86,1.22,0.89,1.5,1.28,0.0247,0.0233,0.0075
ETH/USDT,5m,21,972.56,18,65,7,7,13,1.33,9,68,27,24,1.05,0.91,1.24,1.12,1.45,0.99,1.01,0.0127,0.0266,0.0119
ETH/USDT,5m,22,1028.0099999999998,19,75,16,11,17,2.4,19,66,24,22,1.91,1.46,1.48,0.96,1.0,0.7,1.15,0.0181,0.0121,0.0115
ETH/USDT,5m,23,970.0099999999998,15,40,18,19,16,1.55,9,67,21,21,1.14,0.8,0.96,1.06,1.47,1.42,0.8,0.0172,0.0254,0.0089
ETH/USDT,5m,24,970.1099999999997,14,81,11,14,24,1.62,14,69,18,24,1.82,0.99,1.39,0.76,0.94,1.06,0.91,0.0171,0.0341,0.0102
ETH/USDT,5m,25,970.0099999999998,19,74,19,10,20,2.76,9,71,23,26,0.8,0.83,1.04,0.78,1.24,1.3,1.44,0.0132,0.0275,0.0068
ETH/USDT,5m,26,970.1099999999997,18,78,13,20,8,2.32,8,69,27,19,1.59,1.06,1.2,0.96,1.03,1.11,1.11,0.0189,0.028,0.0101
ETH/USDT,5m,27,972.6599999999999,20,27,16,14,7,1.5,19,73,23,27,1.56,1.24,1.44,1.05,1.2,1.34,0.75,0.0162,0.0333,0.0081
ETH/USDT,5m,28,975.7800000000002,9,60,7,18,23,1.89,25,76,18,26,1.67,1.12,0.81,1.06,1.3,1.12,1.01,0.0099,0.025,0.0048
ETH/USDT,5m,29,969.96,18,85,17,18,10,2.77,10,80,23,29,1.34,1.07,1.27,1.23,1.07,0.96,0.82,0.0209,0.0276,0.0053
ETH/USDT,5m,30,969.96,10,99,11,18,18,2.69,7,71,19,22,0.79,0.94,1.17,0.7,1.17,1.08,0.8,0.0107,0.0225,0.0083
ETH/USDT,5m,31,972.56,17,83,18,19,22,2.93,3,69,10,22,1.33,0.83,0.94,1.13,1.36,1.11,1.28,0.015,0.0324,0.0104
ETH/USDT,5m,32,1046.3900000000003,11,34,13,16,14,2.81,21,78,18,17,1.52,0.82,1.0,0.82,1.24,0.73,0.75,0.0128,0.0168,0.0107
ETH/USDT,5m,33,967.4099999999999,10,48,7,7,8,2.3,8,72,28,18,0.81,0.83,1.15,0.77,1.04,1.19,0.87,0.0088,0.034,0.0097
ETH/USDT,5m,34,1035.4299999999998,14,29,13,16,17,1.53,11,74,13,29,1.98,1.28,1.29,1.02,1.22,1.03,0.97,0.0135,0.0146,0.0057
ETH/USDT,5m,35,972.56,17,54,12,19,9,2.32,26,76,20,21,1.65,0.96,1.12,1.05,1.2,0.77,0.88,0.0093,0.0287,0.0086
ETH/USDT,5m,36,972.56,11,85,18,19,24,2.49,19,68,15,22,1.18,1.35,1.43,0.91,1.27,0.69,1.34,0.0138,0.0315,0.0081
ETH/USDT,5m,37,1025.4599999999996,14,72,13,9,12,1.56,29,78,14,25,1.25,0.93,1.39,0.96,1.17,1.3,0.92,0.0127,0.0139,0.0101
ETH/USDT,5m,38,972.56,11,47,12,12,19,2.08,17,67,24,17,1.92,1.1,0.93,0.78,1.18,0.6,0.93,0.0236,0.0314,0.0044
ETH/USDT,5m,39,1028.0099999999998,8,50,16,13,11,2.31,22,74,28,25,1.76,1.32,1.34,1.04,1.02,0.9,1.16,0.0208,0.0125,0.0114
ETH/USDT,5m,40,970.0099999999998,10,74,20,17,12,2.54,3,74,17,25,1.97,0.91,0.81,1.1,1.15,1.15,0.89,0.0162,0.0249,0.0044
ETH/USDT,5m,41,1035.4299999999998,8,30,12,7,25,2.69,10,65,10,23,0.75,1.38,1.48,1.17,1.16,0.99,1.47,0.0103,0.0158,0.0105
ETH/USDT,5m,42,1035.4299999999998,15,26,16,13,7,2.41,7,77,15,19,1.96,1.34,1.26,0.97,1.11,0.87,0.86,0.0222,0.0124,0.0096
ETH/USDT,5m,43,1022.7599999999998,14,22,8,9,21,1.13,27,73,17,23,1.72,0.95,1.29,1.24,1.26,1.26,0.76,0.0215,0.0133,0.0117
ETH/USDT,5m,44,978.48,12,26,11,18,14,1.64,19,70,30,30,1.33,1.42,1.13,0.84,1.01,1.04,1.15,0.0206,0.0274,0.0097
ETH/USDT,5m,45,975.9299999999998,11,80,8,7,7,2.06,21,80,24,18,0.78,1.14,0.98,1.07,0.9,1.41,1.15,0.0152,0.0315,0.0058
ETH/USDT,5m,46,975.2599999999998,13,67,19,15,24,2.96,14,65,12,19,1.8,1.31,1.35,0.89,1.18,1.15,1.13,0.0134,0.0329,0.0084
ETH/USDT,5m,47,969.96,10,57,14,13,10,1.81,15,75,10,26,1.39,0.94,1.4,1.27,1.28,0.87,0.64,0.0182,0.0343,0.0096
ETH/USDT,5m,48,1053.63,9,94,19,6,12,1.7,8,72,24,15,1.34,1.02,1.36,1.04,1.04,0.91,0.88,0.0097,0.0189,0.0064
ETH/USDT,5m,49,1053.7799999999997,15,32,8,15,15,2.11,12,70,19,20,1.72,0.86,1.37,0.94,1.18,1.44,0.99,0.0205,0.0201,0.012
ETH/USDT,5m,50,1053.63,19,83,7,20,14,2.57,13,74,30,17,1.16,0.97,1.37,1.11,1.17,0.94,0.89,0.0132,0.0218,0.012
ETH/USDT,5m,51,975.2599999999998,16,27,7,18,9,2.42,23,66,17,28,1.39,1.46,1.26,0.97,1.24,1.44,1.23,0.0234,0.0332,0.0114
ETH/USDT,5m,52,1044.4099999999999,16,85,16,12,20,1.82,23,75,19,15,1.38,1.1,1.08,1.18,0.96,1.25,1.08,0.021,0.0187,0.0096
ETH/USDT,5m,53,972.56,11,33,17,6,18,1.81,18,79,15,29,1.86,1.02,1.08,1.25,1.49,0.68,0.98,0.022,0.0282,0.0058
ETH/USDT,5m,54,975.8800000000001,11,56,13,18,12,2.22,8,71,12,30,1.75,1.45,1.43,0.95,0.86,0.69,0.96,0.01,0.0266,0.0059
ETH/USDT,5m,55,1041.4499999999998,10,78,9,12,20,1.19,21,79,10,28,0.61,1.3,0.99,0.71,0.83,0.67,0.89,0.0111,0.0166,0.0119
ETH/USDT,5m,56,972.56,16,79,19,15,20,1.92,27,68,28,26,0.64,1.18,1.22,1.2,1.26,0.95,1.11,0.0112,0.029,0.005
ETH/USDT,5m,57,970.0099999999998,13,48,11,15,8,1.76,24,72,26,20,1.7,0.82,1.03,0.98,1.36,1.21,0.65,0.0143,0.0308,0.0111
ETH/USDT,5m,58,972.56,10,24,13,13,25,1.91,27,76,26,20,1.93,0.97,0.84,0.95,1.43,0.98,1.13,0.0123,0.0318,0.005
ETH/USDT,5m,59,1040.1199999999994,12,24,10,19,13,2.17,25,69,21,29,1.41,0.93,1.07,0.82,1.1,1.33,0.74,0.0136,0.0156,0.0067
ETH/USDT,5m,60,1032.73,8,64,13,20,12,1.06,19,72,21,30,1.05,1.32,1.47,0.83,1.43,0.9,1.07,0.0094,0.0151,0.0066
ETH/USDT,5m,61,1041.1899999999996,16,66,13,6,6,2.79,15,74,26,24,1.56,0.8,1.35,1.15,0.81,1.24,1.27,0.0158,0.0186,0.008
ETH/USDT,5m,62,1039.9699999999998,18,82,10,13,16,2.68,16,71,27,20,1.97,0.86,1.36,0.76,1.47,1.0,1.18,0.0096,0.0154,0.008
ETH/USDT,5m,63,1028.0099999999998,19,98,6,17,6,1.95,23,78,17,17,1.29,1.19,1.42,0.89,1.07,1.13,0.87,0.023,0.012,0.006
ETH/USDT,5m,64,975.7800000000002,12,63,17,19,18,1.09,7,71,17,15,1.09,1.16,0.83,0.74,1.28,0.71,1.14,0.0187,0.0254,0.0093
ETH/USDT,5m,65,975.2599999999998,8,24,7,13,6,1.41,17,71,13,17,1.04,1.13,0.95,0.95,1.32,1.44,1.07,0.0213,0.0252,0.0064
ETH/USDT,5m,66,978.48,12,70,11,7,23,2.79,4,75,16,22,0.68,1.06,0.88,1.27,0.87,0.89,0.83,0.0088,0.0279,0.0083
ETH/USDT,5m,67,975.2599999999998,19,25,11,13,18,2.81,3,67,24,25,0.92,1.44,1.45,1.22,1.45,1.21,0.95,0.0141,0.0295,0.0109
ETH/USDT,5m,68,978.48,15,21,8,9,23,2.2,26,69,12,20,0.63,1.44,1.07,0.89,1.1,0.72,1.45,0.0094,0.0266,0.006
ETH/USDT,5m,69,978.48,8,28,9,13,16,1.44,22,68,25,22,1.46,1.43,1.09,1.2,1.01,0.72,0.95,0.0083,0.0302,0.0083
ETH/USDT,5m,70,1069.77,10,86,13,13,9,1.97,5,77,25,28,1.45,1.45,0.97,1.26,1.06,1.06,0.64,0.0111,0.0224,0.0047
ETH/USDT,5m,71,970.1099999999997,14,62,7,19,13,2.38,16,70,21,16,0.6,0.84,1.39,1.16,0.84,1.04,0.77,0.0103,0.0237,0.0066
ETH/USDT,5m,72,969.96,16,29,9,14,17,2.73,4,77,28,17,1.54,0.89,1.07,0.79,0.97,0.85,1.41,0.0165,0.0303,0.011
ETH/USDT,5m,73,973.3299999999999,8,35,20,20,21,1.24,30,65,27,19,1.17,1.1,1.21,0.79,0.89,1.32,0.68,0.0242,0.0309,0.0047
ETH/USDT,5m,74,978.48,19,73,15,18,10,1.43,11,66,29,28,1.55,1.29,1.1,0.83,1.07,1.05,1.25,0.0217,0.0268,0.0061
ETH/USDT,5m,75,969.96,10,75,7,8,7,2.47,11,80,10,17,1.94,0.96,1.38,1.09,0.81,0.72,1.13,0.0248,0.0345,0.0093
ETH/USDT,5m,76,972.7099999999996,12,92,15,15,20,1.22,8,72,17,22,0.94,1.16,1.17,0.7,1.04,1.39,1.47,0.0182,0.0321,0.0103
ETH/USDT,5m,77,1046.3900000000003,12,82,13,8,9,1.29,28,65,22,21,0.86,1.29,1.35,1.28,1.07,0.62,0.83,0.0173,0.017,0.0103
ETH/USDT,5m,78,978.48,9,79,9,17,15,1.4,8,76,27,30,1.18,1.45,0.89,0.82,0.87,1.11,1.42,0.0249,0.0268,0.0068
ETH/USDT,5m,79,975.2599999999998,12,29,8,12,21,2.02,26,69,11,15,1.54,1.42,1.0,0.76,1.48,1.26,0.88,0.0235,0.0266,0.0082
ETH/USDT,5m,80,1039.3899999999999,15,34,17,20,23,1.14,11,74,10,18,1.01,1.14,1.04,1.29,1.06,1.23,0.92,0.0226,0.0146,0.0089
ETH/USDT,5m,81,1046.3900000000003,13,45,9,17,18,1.09,30,72,27,21,1.31,1.13,0.88,0.89,1.4,0.9,0.77,0.0141,0.0191,0.0046
ETH/USDT,5m,82,969.96,8,78,16,16,25,2.66,28,74,29,21,1.94,0.83,1.12,0.96,1.21,0.61,1.14,0.0083,0.0317,0.0048
ETH/USDT,5m,83,975.7800000000002,20,91,20,20,7,2.73,10,68,19,20,0.84,1.07,0.85,0.79,1.19,0.62,1.23,0.0134,0.0332,0.0066
ETH/USDT,5m,84,970.0099999999998,16,65,17,12,6,1.65,28,71,15,23,0.84,0.93,1.15,0.95,1.37,1.39,0.66,0.0169,0.0349,0.0108
ETH/USDT,5m,85,1053.63,12,100,15,14,11,2.99,3,68,23,17,1.7,0.83,1.39,0.92,1.33,0.69,0.66,0.0214,0.0214,0.008
ETH/USDT,5m,86,1056.1099999999997,18,65,12,16,24,2.76,13,65,25,29,0.9,1.46,1.18,0.83,1.03,1.2,0.61,0.0172,0.0194,0.0086
ETH/USDT,5m,87,975.2599999999998,19,85,11,20,24,2.37,6,77,14,28,1.39,1.46,1.44,1.02,1.07,1.36,1.18,0.0215,0.0276,0.0116
ETH/USDT,5m,88,1053.7799999999997,20,33,18,20,11,1.67,20,74,27,16,0.51,0.84,1.17,0.77,1.0,1.39,1.16,0.0156,0.022,0.0064
ETH/USDT,5m,89,972.56,11,81,13,17,21,1.12,29,80,12,21,1.1,1.13,1.27,1.23,1.15,0.87,1.46,0.0198,0.0217,0.0072
ETH/USDT,5m,90,1032.73,14,52,16,17,11,2.96,19,78,16,26,1.75,1.11,1.38,0.85,1.43,0.68,1.38,0.0145,0.0146,0.0046
ETH/USDT,5m,91,969.96,9,68,18,14,25,2.76,4,72,21,16,1.18,0.86,1.28,0.93,1.16,0.99,0.84,0.0103,0.0336,0.0113
ETH/USDT,5m,92,975.7800000000002,8,94,7,6,12,1.15,23,72,19,22,0.89,1.41,0.89,1.1,1.3,0.84,1.39,0.0146,0.0306,0.0104
ETH/USDT,5m,93,1032.73,19,48,8,7,8,2.65,24,71,13,15,1.77,1.0,0.94,1.1,1.19,0.93,1.44,0.0238,0.0141,0.0076
ETH/USDT,5m,94,970.1099999999997,18,51,16,15,17,1.97,22,71,24,28,1.75,0.85,1.15,1.08,0.96,1.34,0.74,0.0145,0.0322,0.0082
ETH/USDT,5m,95,969.96,10,37,12,11,13,2.41,27,78,26,28,1.76,0.96,1.4,1.05,1.37,0.73,0.7,0.0113,0.0257,0.0113
ETH/USDT,5m,96,978.48,12,57,14,8,9,1.59,24,65,21,19,0.87,1.42,1.29,0.81,1.05,0.86,1.2,0.0154,0.027,0.0041
ETH/USDT,5m,97,978.48,11,100,10,15,16,2.77,24,69,25,21,1.68,1.45,1.1,0.97,1.11,0.87,1.24,0.0207,0.0325,0.0109
ETH/USDT,5m,98,973.3299999999999,9,93,11,6,25,1.27,28,65,16,15,1.53,1.39,1.41,1.08,0.8,1.48,1.33,0.0192,0.0257,0.0054
ETH/USDT,5m,99,1032.73,8,57,13,15,11,2.14,21,65,23,23,0.96,1.11,1.28,1.27,1.25,0.96,1.09,0.0105,0.0121,0.0063
ETH/USDT,15m,0,1025.6000000000013,8,75,20,14,16,2.01,18,72,17,18,1.06,1.12,0.91,0.8,1.42,0.76,0.67,0.0121,0.0198,0.0081
ETH/USDT,15m,1,885.0800000000008,8,50,9,18,13,2.61,6,67,22,23,0.54,1.2,1.04,0.74,1.26,1.36,0.87,0.0126,0.0264,0.0094
ETH/USDT,15m,2,1124.7900000000009,13,43,13,16,6,2.65,12,73,27,27,0.84,1.44,1.32,0.71,0.9,1.32,1.35,0.0229,0.0145,0.0075
ETH/USDT,15m,3,971.7800000000011,19,27,10,18,13,1.72,15,78,16,21,0.51,0.8,0.91,1.0,1.43,1.23,1.01,0.0091,0.0174,0.0049
ETH/USDT,15m,4,921.5400000000013,11,43,16,8,23,2.19,13,74,15,26,0.78,0.82,0.87,0.78,1.27,1.26,0.87,0.0117,0.0254,0.0053
ETH/USDT,15m,5,926.1800000000012,12,80,9,16,8,1.2,9,72,15,18,1.14,1.21,1.26,1.11,1.35,0.75,0.76,0.0152,0.0296,0.0042
ETH/USDT,15m,6,713.46,16,52,9,14,25,1.77,14,78,27,24,0.66,0.87,1.41,1.28,1.02,1.14,0.64,0.0135,0.0126,0.0047
ETH/USDT,15m,7,1016.1000000000013,11,41,6,9,21,2.76,5,79,14,29,0.88,1.03,0.85,0.82,1.36,0.87,0.77,0.014,0.0199,0.0095
ETH/USDT,15m,8,920.6799999999998,15,28,12,10,7,2.0,3,69,18,20,0.57,0.95,0.94,0.93,0.98,0.78,0.98,0.011,0.0299,0.0117
ETH/USDT,15m,9,930.5400000000009,11,52,6,16,11,1.5,7,76,30,26,1.2,1.12,0.93,1.07,1.2,1.07,0.71,0.0183,0.0234,0.0103
ETH/USDT,15m,10,932.900000000001,13,21,13,15,7,2.06,7,79,25,23,1.54,1.1,1.1,1.18,1.07,0.71,1.14,0.0178,0.0302,0.0104
ETH/USDT,15m,11,1022.2800000000011,12,80,20,6,7,2.73,7,77,11,30,1.75,1.13,1.14,1.18,1.19,1.02,1.43,0.0158,0.0155,0.0066
ETH/USDT,15m,12,719.0600000000004,19,48,10,11,14,2.2,11,76,21,25,1.17,1.09,1.34,1.01,1.2,0.99,0.76,0.0221,0.034,0.0056
ETH/USDT,15m,13,827.4900000000002,17,52,12,7,14,1.02,27,79,25,27,0.87,0.92,1.32,1.05,1.3,1.28,0.89,0.022,0.0266,0.0055
ETH/USDT,15m,14,1005.4500000000012,20,86,18,15,17,2.16,4,69,28,24,1.6,1.29,1.22,1.25,1.27,0.62,1.0,0.0235,0.0251,0.0042
ETH/USDT,15m,15,881.4100000000003,8,83,12,13,16,1.29,20,72,14,21,1.39,0.87,1.12,0.91,1.17,0.92,1.48,0.0215,0.03,0.0075
ETH/USDT,15m,16,873.1300000000006,18,27,8,6,16,2.5,19,67,18,22,0.56,1.26,1.47,0.87,0.91,0.69,1.19,0.0097,0.0272,0.0068
ETH/USDT,15m,17,1016.1000000000013,10,36,12,8,25,1.35,20,69,27,15,0.99,1.23,1.04,1.16,1.49,1.04,0.89,0.024,0.0194,0.0112
ETH/USDT,15m,18,867.2800000000007,16,37,20,7,13,2.31,16,79,30,24,1.52,0.82,0.87,1.01,1.25,1.44,0.66,0.0132,0.0317,0.0115
ETH/USDT,15m,19,976.3500000000013,20,50,20,8,22,1.87,21,65,12,21,1.18,1.39,1.14,0.83,1.29,1.42,1.47,0.0213,0.016,0.0056
ETH/USDT,15m,20,854.670000000001,16,36,9,12,11,2.66,11,69,21,17,0.7,1.5,1.19,1.16,1.46,1.05,1.24,0.0148,0.0341,0.0062
ETH/USDT,15m,21,1083.1200000000008,11,73,14,15,19,2.22,5,74,26,27,1.95,1.36,1.16,1.13,1.03,1.0,0.99,0.0115,0.0151,0.0061
ETH/USDT,15m,22,779.8299999999999,19,52,16,14,25,1.91,26,75,28,25,1.09,1.14,1.43,0.83,1.19,1.49,1.08,0.0168,0.016,0.0082
ETH/USDT,15m,23,719.0600000000004,9,37,8,10,12,1.3,18,67,27,18,0.5,1.05,1.36,0.89,1.13,0.9,1.28,0.0228,0.0345,0.0102
ETH/USDT,15m,24,932.900000000001,13,87,20,17,11,2.89,9,68,29,30,0.71,1.29,1.24,1.0,1.09,0.7,1.24,0.0142,0.0311,0.0091
ETH/USDT,15m,25,864.3699999999999,14,23,15,14,18,2.78,25,78,26,26,1.3,1.34,1.35,0.93,0.9,1.07,1.4,0.0141,0.0242,0.0042
ETH/USDT,15m,26,854.670000000001,20,51,10,13,24,2.55,20,79,13,28,0.69,1.32,1.03,1.08,1.32,0.98,1.1,0.0177,0.0337,0.0077
ETH/USDT,15m,27,1026.0600000000013,19,62,13,17,21,1.56,15,67,13,27,1.04,1.37,1.33,0.86,1.14,0.8,1.27,0.0108,0.017,0.01
ETH/USDT,15m,28,851.9299999999998,10,75,10,14,9,1.58,21,75,22,22,1.34,0.95,1.49,1.05,1.36,1.01,1.29,0.0132,0.0125,0.0115
ETH/USDT,15m,29,1093.2900000000009,12,70,20,6,6,2.4,25,71,23,17,0.83,1.39,0.81,0.8,1.15,0.68,0.61,0.0119,0.0262,0.0042
ETH/USDT,15m,30,858.0900000000006,16,82,14,7,6,2.65,17,67,25,23,1.26,1.1,1.46,0.75,1.11,1.19,1.08,0.0196,0.012,0.0107
ETH/USDT,15m,31,1072.610000000001,8,27,15,12,24,2.38,8,79,30,20,1.3,1.28,0.94,0.72,0.89,0.81,0.61,0.0146,0.0123,0.0054
ETH/USDT,15m,32,1054.550000000001,11,84,11,20,17,1.49,19,71,15,30,1.0,1.1,1.23,1.12,1.23,1.07,1.21,0.0209,0.0146,0.0077
ETH/USDT,15m,33,961.1000000000008,15,77,11,19,9,2.91,17,65,18,16,1.46,1.26,0.89,1.22,1.06,1.48,1.15,0.0194,0.0183,0.0107
ETH/USDT,15m,34,932.900000000001,14,23,12,17,8,1.92,23,80,15,18,1.74,1.33,1.38,0.84,1.49,0.62,1.07,0.024,0.0312,0.0066
ETH/USDT,15m,35,868.0500000000002,18,92,14,14,8,2.36,28,78,15,29,0.92,1.0,1.31,0.88,1.3,0.9,0.67,0.0114,0.0319,0.007
ETH/USDT,15m,36,1085.690000000001,20,32,7,14,10,2.24,16,69,18,30,0.86,1.5,1.16,1.26,1.16,1.29,0.68,0.0102,0.0174,0.0083
ETH/USDT,15m,37,897.9800000000009,12,76,17,18,24,2.63,20,70,21,23,1.25,1.04,1.17,1.13,1.45,0.63,0.81,0.011,0.0262,0.011
ETH/USDT,15m,38,968.2400000000011,15,71,11,11,21,1.2,15,67,16,29,1.81,1.35,1.38,0.92,1.48,1.45,0.69,0.0186,0.0247,0.0048
ETH/USDT,15m,39,888.4800000000009,11,96,18,13,21,2.91,24,68,28,26,1.06,0.96,1.11,1.26,1.35,0.95,1.37,0.0157,0.0279,0.0114
ETH/USDT,15m,40,908.4500000000003,18,76,10,20,23,1.32,21,70,30,21,0.94,1.06,0.88,0.79,0.92,1.34,1.13,0.0149,0.0307,0.0067
ETH/USDT,15m,41,930.5400000000009,16,70,9,12,15,1.46,23,75,20,30,0.54,1.45,1.16,0.81,1.38,1.4,0.64,0.0244,0.0218,0.0074
ETH/USDT,15m,42,832.7200000000003,16,40,7,17,10,1.67,22,70,30,23,1.56,1.11,1.48,1.05,0.99,0.75,1.17,0.0187,0.0296,0.0085
ETH/USDT,15m,43,896.5999999999995,15,54,6,9,21,1.8,6,79,21,30,1.41,1.0,0.85,1.17,0.8,1.0,1.06,0.0165,0.0153,0.0083
ETH/USDT,15m,44,888.4800000000009,14,89,9,10,15,2.17,17,72,28,18,1.54,1.04,0.93,0.84,1.15,0.95,0.81,0.0177,0.0292,0.0053
ETH/USDT,15m,45,1083.1200000000008,13,38,11,8,22,1.66,30,67,14,23,1.65,1.1,0.8,0.89,1.06,0.81,0.92,0.0088,0.0155,0.0099
ETH/USDT,15m,46,1067.4100000000012,16,89,14,20,14,1.12,12,77,22,24,0.53,1.48,1.0,1.18,1.18,1.09,0.69,0.0221,0.018,0.01
ETH/USDT,15m,47,1022.2800000000011,16,76,16,9,15,2.22,15,80,30,17,1.95,1.1,1.13,1.01,1.27,0.88,0.91,0.0131,0.0149,0.0108
ETH/USDT,15m,48,791.2199999999998,15,50,13,9,15,1.87,13,71,20,20,1.64,1.14,1.22,0.88,0.86,1.06,0.62,0.0209,0.0214,0.0045
ETH/USDT,15m,49,860.5600000000009,8,56,6,15,7,1.77,7,70,25,27,1.5,1.12,1.12,1.07,1.26,1.45,1.24,0.0191,0.0281,0.01
ETH/USDT,15m,50,973.6200000000003,13,71,9,17,16,2.46,13,74,14,22,0.96,1.35,0.91,1.05,0.86,0.62,1.25,0.0118,0.0232,0.0059
ETH/USDT,15m,51,1012.3500000000013,12,48,12,6,24,2.0,8,69,13,24,1.74,0.95,0.97,0.95,1.45,0.67,0.79,0.0246,0.015,0.0047
ETH/USDT,15m,52,889.1599999999999,15,91,8,19,9,2.68,27,67,18,18,1.14,0.96,1.03,0.9,0.9,0.93,1.01,0.0128,0.0301,0.0044
ETH/USDT,15m,53,940.0400000000009,18,21,8,11,17,1.28,6,71,11,24,1.11,1.05,1.4,0.89,1.46,0.81,0.95,0.0114,0.0222,0.0099
ETH/USDT,15m,54,1015.2200000000007,9,66,7,20,22,2.69,19,77,11,15,1.92,1.42,1.11,0.96,0.97,0.94,0.63,0.0238,0.0243,0.0091
ETH/USDT,15m,55,1001.0700000000011,18,86,10,10,24,2.86,3,75,11,24,1.24,1.0,0.8,1.22,1.13,1.13,0.83,0.0144,0.0189,0.0058
ETH/USDT,15m,56,945.7999999999997,20,91,12,13,23,1.34,7,71,20,24,1.5,1.03,1.25,0.77,1.07,1.03,1.32,0.0089,0.0146,0.0086
ETH/USDT,15m,57,854.670000000001,16,78,7,19,17,1.07,28,78,28,22,1.3,1.31,1.31,0.78,1.22,0.9,1.18,0.0181,0.0337,0.0064
ETH/USDT,15m,58,904.1299999999997,18,63,18,6,9,2.66,2,77,26,30,1.95,1.18,1.32,1.17,0.81,1.18,0.89,0.0156,0.0294,0.0114
ETH/USDT,15m,59,860.5600000000009,11,47,9,20,18,2.55,12,72,21,26,0.75,1.01,1.1,0.87,1.36,1.43,1.44,0.0178,0.0276,0.0063
ETH/USDT,15m,60,773.0199999999995,14,57,12,16,23,2.71,12,74,23,30,0.71,1.0,1.13,1.07,1.09,0.74,1.05,0.0172,0.0237,0.0062
ETH/USDT,15m,61,864.6399999999994,15,36,7,11,19,1.65,16,79,15,20,1.56,1.16,1.23,0.77,0.82,0.64,0.84,0.0151,0.0242,0.011
ETH/USDT,15m,62,1128.6300000000006,8,95,9,13,13,1.75,28,67,20,19,1.11,1.4,1.06,1.04,1.2,1.34,0.7,0.0097,0.0188,0.0053
ETH/USDT,15m,63,967.3500000000008,20,28,20,7,12,2.63,23,75,11,25,1.45,1.47,1.21,1.25,1.03,1.19,1.09,0.016,0.0288,0.0057
ETH/USDT,15m,64,1033.840000000001,18,83,9,13,23,1.41,3,76,12,24,1.55,1.28,1.22,0.75,1.2,1.26,1.03,0.0228,0.0126,0.0076
ETH/USDT,15m,65,841.96,9,45,6,8,23,1.08,12,80,10,28,0.86,0.92,1.27,1.27,1.1,1.21,1.2,0.0105,0.0286,0.0042
ETH/USDT,15m,66,779.2599999999998,12,73,20,17,20,1.84,27,66,14,17,1.92,1.03,1.26,1.09,1.07,0.63,1.03,0.0238,0.0228,0.0044
ETH/USDT,15m,67,1094.480000000001,9,58,15,13,12,1.27,17,75,11,23,1.71,1.43,1.06,0.85,1.31,0.73,0.88,0.021,0.0181,0.0117
ETH/USDT,15m,68,854.670000000001,9,55,8,18,19,1.11,4,80,23,25,0.98,1.33,1.22,1.2,1.35,0.62,1.02,0.0236,0.0344,0.0061
