symbol,timeframe,trial,balance,ema_fast,ema_slow,rsi_length,adx_length,vwap_length,volume_zscore,mean_rev_length,rsi_overbought,rsi_oversold,adx_threshold,mean_rev_threshold,ema,rsi,adx,vwap,volume,mean_reversion,stoploss,takeprofit,trailing
BTC/USDT,5m,0,566.4799999999959,18,35,8,20,10,1.63,18,69,22,18,0.58,1.24,1.07,1.2,1.17,1.14,1.42,0.0221,0.0221,0.0099
BTC/USDT,5m,1,566.4799999999959,11,78,6,8,10,2.88,15,70,11,20,1.97,1.2,0.94,1.21,1.39,0.89,0.67,0.0216,0.0171,0.0042
BTC/USDT,5m,2,1020.9199999999837,15,61,13,14,15,2.88,30,66,10,16,0.88,0.89,0.99,1.06,0.99,1.39,1.16,0.0163,0.0244,0.0061
BTC/USDT,5m,3,984.4699999999866,16,68,18,14,15,2.09,7,68,11,24,1.84,1.4,1.29,1.01,0.82,1.33,1.17,0.019,0.0221,0.0091
BTC/USDT,5m,4,566.4799999999959,8,21,20,20,13,1.65,18,67,26,26,0.78,1.24,1.28,1.21,1.48,1.28,1.47,0.0229,0.0333,0.0089
BTC/USDT,5m,5,1020.9199999999837,13,52,16,10,13,2.57,9,75,16,18,1.54,0.85,1.23,1.19,1.22,1.32,0.83,0.0216,0.0159,0.0114
BTC/USDT,5m,6,530.0299999999988,18,75,20,6,6,2.39,15,72,15,18,0.66,1.06,1.24,1.18,1.29,0.64,0.98,0.0105,0.0284,0.0113
BTC/USDT,5m,7,566.4799999999959,15,23,20,20,10,1.17,14,69,24,22,1.76,1.23,1.3,0.88,1.49,1.17,0.94,0.0146,0.027,0.0104
BTC/USDT,5m,8,566.4799999999959,12,89,9,14,11,2.97,20,69,20,16,1.14,0.85,0.91,1.1,1.31,1.37,0.87,0.0246,0.0168,0.0051
BTC/USDT,5m,9,566.4799999999959,13,76,10,13,8,1.98,26,80,29,20,0.87,1.2,1.06,1.27,1.14,1.35,0.74,0.0173,0.0132,0.0046
BTC/USDT,5m,10,530.0299999999988,9,22,14,11,20,1.4,5,70,16,23,1.61,1.48,0.85,0.75,1.19,1.2,1.14,0.0138,0.0241,0.0083
BTC/USDT,5m,11,1020.9199999999837,18,30,10,13,21,2.1,10,74,20,22,1.31,1.03,1.41,1.07,1.38,1.18,0.86,0.0146,0.0127,0.0096
BTC/USDT,5m,12,984.4699999999866,11,34,13,14,12,1.89,21,66,27,23,1.07,0.95,1.39,0.78,0.93,0.62,1.14,0.0105,0.0337,0.0057
BTC/USDT,5m,13,1020.9199999999837,17,41,6,18,24,1.42,6,67,24,22,1.75,0.85,1.0,0.73,0.97,1.33,1.0,0.0168,0.0189,0.0074
BTC/USDT,5m,14,566.4799999999959,15,94,7,13,17,1.37,7,80,25,25,1.73,0.88,0.93,1.24,1.17,1.01,0.81,0.0082,0.0165,0.0061
BTC/USDT,5m,15,984.4699999999866,15,30,15,12,17,3.0,9,78,19,30,1.92,0.81,1.19,1.06,1.12,0.65,1.3,0.0082,0.0318,0.0058
BTC/USDT,5m,16,530.0299999999988,11,60,20,17,13,2.69,22,78,17,26,1.9,1.45,1.29,0.82,0.94,1.18,0.95,0.0135,0.0209,0.0088
BTC/USDT,5m,17,984.4699999999866,15,36,12,20,11,2.45,29,74,10,21,1.42,1.26,1.32,1.04,1.03,0.96,1.43,0.0135,0.0223,0.0096
BTC/USDT,5m,18,530.0299999999988,19,30,9,20,21,2.63,18,78,18,25,1.75,1.3,0.96,0.84,1.16,1.12,1.29,0.016,0.0192,0.0116
BTC/USDT,5m,19,566.4799999999959,19,73,14,20,8,1.19,6,68,18,17,1.0,1.24,0.84,1.23,1.02,1.3,0.8,0.0125,0.0312,0.0058
BTC/USDT,5m,20,530.0299999999988,19,32,19,12,18,2.4,11,77,29,19,1.51,1.49,1.3,1.28,1.01,1.17,1.11,0.0216,0.0162,0.0105
BTC/USDT,5m,21,530.0299999999988,19,82,17,12,23,1.59,23,75,18,29,1.13,1.42,1.34,1.05,0.97,1.14,1.42,0.0175,0.0284,0.0106
BTC/USDT,5m,22,1020.9199999999837,18,55,6,14,9,2.44,23,65,15,30,0.8,0.82,1.19,0.97,1.08,1.37,1.2,0.0236,0.0132,0.0055
BTC/USDT,5m,23,566.4799999999959,15,21,20,10,17,2.8,22,69,20,15,1.72,1.12,1.0,1.22,1.47,1.47,1.42,0.0188,0.0239,0.0107
BTC/USDT,5m,24,566.4799999999959,12,43,10,16,24,2.41,16,71,23,18,1.95,0.98,0.93,0.91,1.48,1.44,0.99,0.0212,0.0208,0.0101
BTC/USDT,5m,25,530.0299999999988,8,30,15,19,23,1.62,30,68,14,27,1.65,1.18,1.02,0.75,1.24,0.79,0.84,0.0138,0.0225,0.0081
BTC/USDT,5m,26,1020.9199999999837,10,93,13,20,6,2.39,26,71,27,30,1.1,0.94,1.41,0.78,1.36,1.19,0.9,0.0164,0.0124,0.0063
BTC/USDT,5m,27,566.4799999999959,8,28,10,17,12,2.63,23,77,10,19,1.6,1.18,1.03,1.26,1.18,1.36,0.85,0.018,0.0204,0.012
BTC/USDT,5m,28,566.4799999999959,14,82,7,20,7,1.12,22,67,11,19,1.65,0.99,1.14,0.86,1.34,1.4,1.12,0.0242,0.0259,0.0116
BTC/USDT,5m,29,1020.9199999999837,12,83,20,9,16,1.63,16,65,18,26,1.04,0.96,1.47,1.3,1.41,0.61,0.78,0.0115,0.0164,0.0052
BTC/USDT,5m,30,530.0299999999988,17,86,8,10,6,1.47,28,76,28,28,1.78,1.44,1.22,1.19,1.01,0.97,1.42,0.0235,0.0181,0.0042
BTC/USDT,5m,31,984.4699999999866,19,76,6,12,25,2.32,5,79,13,17,1.18,1.41,1.32,1.19,0.8,1.09,0.96,0.0109,0.0215,0.0097
BTC/USDT,5m,32,1020.9199999999837,8,62,20,7,23,2.87,6,69,17,15,1.73,0.91,1.41,1.04,1.04,0.93,0.72,0.0106,0.0164,0.0109
BTC/USDT,5m,33,530.0299999999988,13,41,8,8,16,1.65,29,67,23,21,1.4,1.27,0.86,1.16,0.83,1.31,1.27,0.01,0.0215,0.012
BTC/USDT,5m,34,530.0299999999988,8,25,7,20,16,2.64,15,79,14,18,1.3,1.42,1.17,0.99,0.89,0.66,1.0,0.0166,0.0295,0.0097
BTC/USDT,5m,35,530.0299999999988,9,46,15,19,21,2.66,11,66,21,23,1.87,1.38,1.45,1.29,1.27,1.08,0.62,0.0227,0.0302,0.0107
BTC/USDT,5m,36,566.4799999999959,13,41,13,6,17,2.31,9,71,11,16,0.74,1.05,0.97,0.93,1.12,1.35,1.43,0.0159,0.0223,0.0072
BTC/USDT,5m,37,1020.9199999999837,9,92,19,6,6,2.67,28,71,17,26,0.67,1.02,1.36,1.18,1.25,1.09,1.34,0.0142,0.0159,0.0075
BTC/USDT,5m,38,566.4799999999959,19,75,7,18,17,2.83,3,78,12,16,1.97,1.21,1.38,0.78,1.27,1.13,0.67,0.0166,0.0321,0.0048
BTC/USDT,5m,39,566.4799999999959,11,74,10,15,12,2.34,2,74,27,26,1.83,1.4,1.15,1.02,1.05,1.44,1.27,0.0108,0.0199,0.0111
BTC/USDT,5m,40,530.0299999999988,15,88,17,7,25,2.28,10,80,30,18,1.24,1.04,0.9,0.93,1.31,0.71,0.74,0.017,0.0257,0.0076
BTC/USDT,5m,41,530.0299999999988,12,70,12,14,9,1.92,14,74,21,17,0.72,1.32,1.04,0.75,0.81,0.63,1.02,0.0206,0.029,0.0047
BTC/USDT,5m,42,566.4799999999959,13,65,14,8,13,1.24,28,70,26,29,0.75,1.03,1.13,0.93,1.31,0.88,0.75,0.02,0.0342,0.0074
BTC/USDT,5m,43,1020.9199999999837,10,51,16,6,23,1.31,21,72,26,19,0.55,0.85,1.42,0.75,1.44,1.29,0.68,0.0099,0.0196,0.0057
BTC/USDT,5m,44,530.0299999999988,12,91,19,17,25,2.11,8,72,13,26,1.31,1.35,1.34,1.08,1.28,0.77,1.08,0.0194,0.0236,0.0107
BTC/USDT,5m,45,566.4799999999959,18,65,12,11,21,1.23,22,79,27,16,1.93,1.13,0.88,1.09,0.96,1.21,0.95,0.0134,0.0244,0.0058
BTC/USDT,5m,46,984.4699999999866,11,96,11,12,24,2.98,7,74,28,30,1.01,1.32,1.33,1.1,0.9,1.13,0.74,0.0183,0.0164,0.0066
BTC/USDT,5m,47,530.0299999999988,11,77,17,9,19,1.91,7,74,25,27,1.39,1.35,1.47,1.15,1.14,0.72,1.36,0.0108,0.035,0.0046
BTC/USDT,5m,48,984.4699999999866,20,39,15,13,23,1.27,15,79,18,20,1.66,1.16,1.2,1.28,0.84,1.17,1.35,0.0174,0.029,0.0072
BTC/USDT,5m,49,530.0299999999988,17,32,8,12,10,2.57,12,70,24,27,0.6,1.33,1.39,0.81,1.41,0.88,0.67,0.0134,0.0291,0.0045
BTC/USDT,5m,50,530.0299999999988,17,96,14,6,21,2.72,29,75,26,28,1.97,1.43,0.91,1.04,1.13,0.71,1.39,0.0196,0.0257,0.011
BTC/USDT,5m,51,984.4699999999866,12,79,9,16,15,2.88,18,79,30,15,1.51,0.85,1.42,0.81,0.95,0.88,0.78,0.0246,0.0156,0.009
BTC/USDT,5m,52,566.4799999999959,18,74,7,13,25,2.54,25,79,28,15,0.68,0.83,0.82,1.21,1.31,1.06,0.7,0.0167,0.0239,0.0053
BTC/USDT,5m,53,530.0299999999988,13,58,14,10,6,1.47,22,74,23,27,1.54,1.01,1.33,0.8,1.34,0.66,0.67,0.0182,0.0201,0.0117
BTC/USDT,5m,54,530.0299999999988,9,86,15,13,13,2.38,30,73,25,27,1.1,1.27,1.02,1.06,0.85,0.87,1.47,0.022,0.0249,0.0086
BTC/USDT,5m,55,530.0299999999988,20,80,18,14,20,1.42,21,75,10,15,1.89,1.33,1.45,1.26,1.44,0.7,1.41,0.0131,0.0301,0.0077
BTC/USDT,5m,56,566.4799999999959,11,87,9,20,17,1.84,3,74,13,24,0.67,1.13,1.07,1.2,1.37,1.15,0.63,0.0133,0.0245,0.0071
BTC/USDT,5m,57,984.4699999999866,14,24,9,14,16,1.34,15,67,16,25,1.68,1.11,1.28,0.85,0.94,0.83,0.61,0.023,0.0213,0.0061
BTC/USDT,5m,58,566.4799999999959,13,65,7,9,17,2.53,7,69,30,29,1.94,0.84,0.99,0.77,1.2,1.0,1.29,0.0124,0.0164,0.0056
BTC/USDT,5m,59,566.4799999999959,12,45,12,6,14,1.85,17,77,27,29,0.82,1.05,0.92,1.12,1.4,1.15,1.28,0.0085,0.0339,0.0111
BTC/USDT,5m,60,566.4799999999959,16,49,15,7,9,2.76,5,67,18,30,1.84,1.04,0.96,1.11,1.14,1.38,0.85,0.0185,0.0143,0.007
BTC/USDT,5m,61,566.4799999999959,12,28,8,16,25,1.72,30,73,17,27,1.09,0.83,1.04,1.2,1.34,1.38,1.25,0.0224,0.0321,0.0099
BTC/USDT,5m,62,530.0299999999988,12,54,13,14,13,1.81,19,80,29,30,1.03,1.14,1.0,0.9,1.16,0.76,1.21,0.0157,0.0319,0.0084
BTC/USDT,5m,63,566.4799999999959,11,54,7,6,25,2.1,28,75,16,22,0.82,1.48,1.05,0.98,1.42,1.37,1.19,0.0168,0.0251,0.0083
BTC/USDT,5m,64,566.4799999999959,16,81,12,7,9,1.59,26,68,13,26,0.62,1.13,1.12,1.03,1.4,0.76,1.12,0.0241,0.0314,0.007
BTC/USDT,5m,65,530.0299999999988,13,68,14,12,12,1.84,29,66,12,18,1.88,1.33,1.06,1.15,0.84,0.66,0.72,0.0194,0.018,0.0053
BTC/USDT,5m,66,566.4799999999959,9,63,8,13,22,1.52,11,77,25,25,0.91,1.31,1.3,0.99,1.17,1.15,0.8,0.0102,0.0342,0.009
BTC/USDT,5m,67,984.4699999999866,20,21,20,9,9,1.04,3,73,14,26,1.9,1.0,1.37,0.75,1.05,0.72,1.43,0.0112,0.021,0.0077
BTC/USDT,5m,68,566.4799999999959,18,49,12,20,23,1.04,16,76,26,24,1.52,0.81,0.9,1.15,1.17,1.04,1.37,0.0191,0.019,0.0062
BTC/USDT,5m,69,1020.9199999999837,14,33,18,13,8,1.89,20,71,30,27,0.51,1.06,1.25,1.13,1.16,1.25,1.35,0.0129,0.0325,0.0055
BTC/USDT,5m,70,530.0299999999988,14,74,17,13,24,2.85,12,68,24,29,0.65,1.3,1.07,1.08,1.09,1.2,1.11,0.0099,0.0158,0.0108
BTC/USDT,5m,71,530.0299999999988,9,69,18,18,16,1.19,12,79,27,18,1.62,1.33,1.12,1.13,1.18,0.72,1.43,0.0145,0.0265,0.0088
BTC/USDT,5m,72,1020.9199999999837,15,36,20,17,8,2.64,15,79,10,24,0.63,0.83,1.42,0.91,1.3,1.06,1.34,0.0135,0.0251,0.0092
BTC/USDT,5m,73,566.4799999999959,15,57,20,13,24,1.55,15,65,13,16,1.71,0.91,1.32,0.72,1.48,1.49,0.65,0.0215,0.0242,0.0065
BTC/USDT,5m,74,566.4799999999959,19,59,19,13,21,1.48,10,73,25,26,1.14,1.01,0.99,0.77,1.1,1.38,1.21,0.0114,0.0248,0.0073
BTC/USDT,5m,75,1020.9199999999837,17,35,13,16,18,2.58,19,70,23,27,0.54,0.86,1.37,0.77,0.96,0.98,1.41,0.0146,0.0256,0.0108
BTC/USDT,5m,76,530.0299999999988,13,89,14,8,6,1.13,19,75,19,18,0.59,1.47,1.47,1.22,1.33,1.0,0.82,0.0119,0.0257,0.0048
BTC/USDT,5m,77,984.4699999999866,13,71,16,17,13,2.89,17,68,30,21,1.51,1.14,1.45,1.23,1.3,0.72,1.01,0.0129,0.0282,0.0043
BTC/USDT,5m,78,566.4799999999959,9,77,11,6,6,2.07,2,78,10,28,1.31,0.81,0.99,0.95,1.42,1.05,1.45,0.0153,0.0184,0.0101
BTC/USDT,5m,79,530.0299999999988,17,59,8,19,18,1.15,16,79,11,22,1.93,1.4,1.11,0.71,1.07,0.89,1.07,0.013,0.0309,0.0071
BTC/USDT,5m,80,2009.12999999999,16,76,12,19,12,2.3,17,77,19,25,0.73,1.0,0.97,0.89,1.29,0.92,0.69,0.0244,0.0122,0.006
BTC/USDT,5m,81,566.4799999999959,17,59,11,16,17,2.69,17,78,29,16,1.58,0.88,0.86,1.02,1.47,0.74,1.19,0.0116,0.0174,0.0086
BTC/USDT,5m,82,1020.9199999999837,8,88,10,15,15,2.63,22,68,12,23,0.88,1.2,1.19,0.79,0.81,1.41,1.1,0.017,0.0165,0.0108
BTC/USDT,5m,83,530.0299999999988,12,79,8,14,19,2.32,7,78,22,20,0.78,1.27,0.99,0.99,1.02,0.74,0.83,0.0136,0.0342,0.0073
BTC/USDT,5m,84,1020.9199999999837,9,86,19,13,14,1.19,15,79,29,28,1.16,0.85,1.49,0.74,1.18,0.89,0.83,0.021,0.0329,0.0069
BTC/USDT,5m,85,566.4799999999959,11,46,6,10,24,1.82,21,77,10,26,1.89,0.83,0.93,1.28,1.19,1.04,0.7,0.0092,0.0206,0.0053
BTC/USDT,5m,86,984.4699999999866,13,65,6,20,21,1.23,8,65,30,22,1.32,0.94,1.22,0.94,0.91,0.95,1.22,0.018,0.0265,0.0089
BTC/USDT,5m,87,566.4799999999959,14,77,19,11,16,1.6,20,69,20,21,1.47,1.07,0.87,0.98,1.03,1.11,0.83,0.015,0.0198,0.0103
BTC/USDT,5m,88,1020.9199999999837,9,55,14,16,11,1.74,13,77,24,25,1.1,0.86,1.35,1.29,1.39,0.89,0.75,0.0201,0.0247,0.0116
BTC/USDT,5m,89,1020.9199999999837,13,58,8,18,18,1.14,27,76,19,26,0.86,0.84,1.2,0.86,1.08,1.1,1.2,0.023,0.027,0.0048
BTC/USDT,5m,90,566.4799999999959,10,25,13,16,24,1.93,24,72,28,29,1.58,0.94,0.99,0.87,1.39,1.05,0.96,0.0141,0.0304,0.0116
BTC/USDT,5m,91,1020.9199999999837,15,44,11,15,19,2.53,8,69,27,18,1.42,0.99,0.91,1.09,0.92,1.49,1.18,0.0099,0.0155,0.0068
BTC/USDT,5m,92,984.4699999999866,11,74,20,15,24,1.94,3,73,18,20,0.58,1.32,1.23,1.2,0.8,1.18,0.61,0.0175,0.0325,0.0115
BTC/USDT,5m,93,530.0299999999988,14,41,7,17,19,2.54,12,67,22,23,1.85,1.48,1.48,1.26,1.16,1.13,1.13,0.0147,0.0205,0.012
BTC/USDT,5m,94,566.4799999999959,16,80,13,7,19,1.44,19,79,26,30,0.61,1.18,1.12,0.88,1.48,1.25,1.13,0.0201,0.0269,0.0083
BTC/USDT,5m,95,566.4799999999959,16,72,19,20,22,1.62,5,80,24,23,1.5,0.87,0.93,0.83,1.35,0.76,0.82,0.0094,0.0242,0.0089
BTC/USDT,5m,96,566.4799999999959,15,72,15,16,13,1.53,7,71,25,23,0.7,1.14,0.97,0.87,1.33,1.07,1.21,0.0218,0.0238,0.0057
BTC/USDT,5m,97,566.4799999999959,16,74,12,12,6,2.44,21,75,10,26,1.61,1.02,1.0,0.73,1.1,1.14,0.75,0.0141,0.0206,0.0103
BTC/USDT,5m,98,1020.9199999999837,16,92,17,15,14,2.84,24,76,20,15,0.96,1.0,1.33,0.87,0.98,1.15,1.09,0.0097,0.0265,0.0049
BTC/USDT,5m,99,530.0299999999988,18,47,11,19,11,2.01,9,65,12,26,1.24,1.37,1.41,0.8,1.17,0.75,1.22,0.0168,0.0141,0.0047
BTC/USDT,15m,0,-4227.62000000001,17,92,6,8,17,1.42,13,73,23,25,1.6,1.12,1.28,1.24,0.9,1.18,0.92,0.019,0.0208,0.0045
BTC/USDT,15m,1,-1918.640000000014,12,71,9,9,19,1.4,18,70,15,19,0.73,0.84,1.34,1.17,1.13,1.32,1.41,0.011,0.0159,0.0064
BTC/USDT,15m,2,-3234.8500000000204,16,63,19,16,17,1.91,9,72,14,18,1.96,0.85,1.47,1.04,1.5,1.12,0.89,0.0117,0.0296,0.0063
BTC/USDT,15m,3,-3991.9200000000274,12,94,10,19,20,2.32,20,66,18,30,1.25,0.86,1.02,0.8,0.94,0.7,1.49,0.0164,0.0204,0.0109
BTC/USDT,15m,4,-1025.75,16,34,19,6,15,1.95,24,70,13,26,0.82,1.49,1.26,0.74,1.48,0.94,1.3,0.015,0.0211,0.0057
BTC/USDT,15m,5,-3461.12000000001,15,64,16,16,15,2.01,13,78,30,24,1.84,1.24,1.47,1.15,1.18,1.27,0.84,0.0208,0.0181,0.0111
BTC/USDT,15m,6,-484.79999999998836,13,96,6,12,21,1.11,21,67,17,26,1.43,1.26,1.07,0.9,0.9,1.13,1.2,0.0236,0.0204,0.0041
BTC/USDT,15m,7,-4117.360000000015,16,60,13,11,16,2.33,22,79,30,17,1.96,1.11,1.41,0.99,1.07,0.89,1.12,0.0247,0.0337,0.0112
BTC/USDT,15m,8,-478.9700000000157,14,77,16,14,16,2.75,18,65,15,30,1.09,0.98,1.34,1.27,1.48,1.49,0.83,0.0087,0.029,0.0064
BTC/USDT,15m,9,-3723.4000000000233,19,97,17,9,10,1.88,4,73,18,15,1.78,0.85,1.45,1.13,1.12,1.24,0.71,0.0193,0.0165,0.0083
BTC/USDT,15m,10,-504.9200000000128,13,60,14,19,18,2.77,22,76,27,19,1.63,0.9,1.13,0.97,1.28,0.96,1.42,0.0177,0.0205,0.0094
BTC/USDT,15m,11,-1646.479999999996,10,50,17,14,25,2.84,20,78,16,27,1.88,1.3,0.93,0.7,1.23,0.84,0.93,0.0212,0.0174,0.0078
BTC/USDT,15m,12,-1359.2599999999948,9,71,15,14,15,2.55,25,75,18,17,0.55,1.27,0.9,0.95,1.26,0.81,0.6,0.0105,0.0232,0.0041
BTC/USDT,15m,13,1051.7000000000116,9,61,20,11,17,1.64,5,79,25,17,1.21,1.4,0.9,1.15,1.21,1.41,1.28,0.0139,0.016,0.0103
BTC/USDT,15m,14,-1128.9700000000157,15,34,10,9,24,2.06,12,67,26,26,1.28,1.07,1.06,1.02,1.33,0.77,0.88,0.0237,0.0177,0.0081
BTC/USDT,15m,15,-3723.4000000000233,15,98,19,14,20,2.11,6,75,22,19,1.85,0.83,1.09,1.16,1.25,1.27,0.88,0.0203,0.0306,0.0049
BTC/USDT,15m,16,-883.3000000000175,10,98,13,18,21,2.28,28,76,15,22,1.1,1.19,1.15,1.05,1.46,1.09,0.65,0.0158,0.0179,0.0107
BTC/USDT,15m,17,-3647.390000000014,19,47,18,7,16,2.26,6,70,23,28,1.99,1.0,1.45,0.75,1.44,1.47,0.71,0.0195,0.0318,0.0103
BTC/USDT,15m,18,-285.25999999999476,8,68,15,16,21,1.55,11,68,25,20,1.65,0.99,1.08,1.13,1.23,1.26,1.36,0.0197,0.0244,0.0041
BTC/USDT,15m,19,563.4600000000064,17,64,20,8,12,2.54,21,68,23,15,1.34,1.12,1.48,0.83,1.48,1.43,1.04,0.0237,0.0149,0.005
BTC/USDT,15m,20,-1390.7799999999988,17,99,11,17,15,2.04,7,75,14,15,1.15,1.44,1.0,0.95,1.13,1.12,0.66,0.0086,0.0131,0.0067
BTC/USDT,15m,21,-4303.630000000019,10,80,16,12,14,1.69,12,77,25,16,1.43,0.9,1.11,0.74,0.83,0.78,0.92,0.0198,0.0243,0.0095
BTC/USDT,15m,22,-3647.390000000014,9,54,20,8,11,2.35,20,80,30,18,1.12,1.02,1.32,0.78,1.3,1.43,0.64,0.0186,0.0336,0.0113
BTC/USDT,15m,23,-524.5800000000163,20,21,15,15,17,1.82,10,76,15,28,1.77,1.03,0.97,1.11,1.21,0.9,0.86,0.0247,0.0344,0.0052
BTC/USDT,15m,24,1092.8100000000122,9,51,9,17,12,2.39,18,73,25,24,1.25,1.47,1.37,0.8,1.44,1.29,1.43,0.0211,0.0277,0.0106
BTC/USDT,15m,25,-930.7599999999948,20,77,20,11,24,2.65,13,79,26,27,1.72,1.42,1.37,1.3,1.06,1.11,0.67,0.0234,0.0341,0.0104
BTC/USDT,15m,26,918.7599999999948,17,98,12,16,22,1.62,13,68,29,20,0.68,0.91,0.86,1.24,1.32,0.67,0.64,0.024,0.0273,0.0063
BTC/USDT,15m,27,-3647.390000000014,11,66,6,9,17,2.58,14,71,17,17,1.55,0.97,1.11,1.0,0.97,1.39,0.65,0.021,0.0206,0.0081
BTC/USDT,15m,28,-350.52999999999884,8,76,10,12,22,1.74,24,76,11,19,0.53,1.27,1.38,0.93,1.17,1.4,0.96,0.0171,0.033,0.0113
BTC/USDT,15m,29,-3828.5800000000163,9,70,13,12,25,2.89,17,66,21,17,1.33,1.13,1.5,0.94,1.04,1.24,0.66,0.0095,0.026,0.0043
BTC/USDT,15m,30,-3647.390000000014,18,83,14,9,25,1.11,20,65,13,21,0.8,0.82,1.16,0.97,0.89,1.19,0.87,0.0191,0.0204,0.0114
BTC/USDT,15m,31,-4182.080000000031,15,99,7,12,15,2.76,10,67,22,27,0.64,0.88,1.28,0.81,0.88,0.99,1.4,0.0087,0.0186,0.0054
BTC/USDT,15m,32,-434.76000000002387,13,56,9,17,19,1.14,11,67,12,20,1.98,0.98,1.07,1.26,1.11,1.13,0.74,0.0112,0.027,0.008
BTC/USDT,15m,33,473.74999999998545,13,34,7,16,24,1.99,27,68,16,20,1.05,0.85,1.01,0.71,1.21,1.33,1.11,0.0087,0.0148,0.0065
BTC/USDT,15m,34,-4041.350000000006,10,37,20,14,7,2.07,17,72,21,29,2.0,1.25,1.5,0.8,0.97,1.15,0.87,0.0232,0.0332,0.0055
BTC/USDT,15m,35,-504.45999999999185,13,29,19,14,14,2.04,24,73,29,15,1.24,1.34,1.09,1.29,1.15,0.9,0.68,0.0102,0.0297,0.0101
BTC/USDT,15m,36,338.52999999999884,16,78,8,14,9,2.2,20,68,22,20,0.96,1.26,1.09,0.71,1.29,0.92,1.39,0.0087,0.028,0.0049
BTC/USDT,15m,37,-4408.810000000012,14,47,7,6,16,1.23,26,67,21,22,1.49,1.06,1.24,1.0,0.86,0.98,1.45,0.0108,0.0313,0.0067
BTC/USDT,15m,38,75.77000000000407,8,52,19,18,21,2.8,30,65,20,24,1.23,1.14,0.98,1.21,1.05,1.13,1.0,0.0147,0.0335,0.0076
BTC/USDT,15m,39,-458.84999999999127,19,49,18,20,19,1.98,23,80,24,22,1.39,1.23,1.09,1.11,0.87,1.28,1.02,0.0139,0.0325,0.0067
BTC/USDT,15m,40,-3461.12000000001,13,94,19,15,22,2.01,19,67,16,21,1.6,1.14,1.48,1.27,1.31,1.24,1.31,0.0154,0.0332,0.008
BTC/USDT,15m,41,-1324.7999999999884,11,68,17,10,24,1.29,17,80,13,19,1.94,1.49,1.12,0.88,0.82,1.05,1.0,0.0168,0.0169,0.0053
BTC/USDT,15m,42,-4041.350000000006,17,84,10,13,19,1.28,22,76,16,29,1.09,1.34,1.47,1.02,0.92,1.04,1.39,0.0239,0.0294,0.006
BTC/USDT,15m,43,121.38000000000466,17,27,19,7,19,2.57,28,68,12,28,1.45,0.93,0.82,1.29,0.98,1.11,1.46,0.0226,0.0316,0.0108
BTC/USDT,15m,44,-3647.390000000014,12,26,18,16,6,1.31,11,79,18,25,1.56,0.92,1.37,0.91,1.03,1.3,0.97,0.023,0.0246,0.0057
BTC/USDT,15m,45,-129.11000000000058,8,26,17,18,9,1.55,25,78,20,18,1.68,1.4,0.93,0.85,0.93,1.32,1.49,0.0128,0.021,0.0075
BTC/USDT,15m,46,75.77000000000407,10,53,17,18,8,2.66,17,72,25,17,0.89,1.14,0.84,0.72,1.12,1.15,0.72,0.0212,0.0319,0.0043
BTC/USDT,15m,47,-3647.390000000014,10,75,17,9,10,1.54,17,75,23,25,1.9,1.27,1.4,1.21,0.92,1.5,1.39,0.0237,0.0194,0.0041
BTC/USDT,15m,48,-3647.390000000014,12,79,15,15,13,1.29,19,76,17,18,1.98,1.16,1.46,1.07,0.94,1.4,0.77,0.02,0.0231,0.0049
BTC/USDT,15m,49,-350.52999999999884,11,59,8,19,24,2.75,13,72,29,30,1.64,1.17,1.44,0.77,1.41,1.39,0.92,0.0086,0.032,0.0068
BTC/USDT,15m,50,-2053.810000000027,19,35,20,12,23,1.19,16,73,23,26,1.73,0.81,1.39,1.15,1.09,0.94,1.06,0.0243,0.013,0.0048
BTC/USDT,15m,51,-478.9700000000157,18,38,9,6,11,2.35,11,66,28,24,1.3,0.91,0.97,0.82,1.09,1.16,1.34,0.0187,0.0315,0.007
BTC/USDT,15m,52,-3647.390000000014,17,97,18,13,16,1.84,29,71,15,20,1.5,0.86,1.04,1.01,0.93,1.44,1.14,0.0167,0.03,0.0093
BTC/USDT,15m,53,760.9499999999825,11,21,13,17,14,1.75,30,66,22,29,1.2,0.87,1.19,1.28,1.48,1.06,1.12,0.0207,0.025,0.0112
BTC/USDT,15m,54,-524.5800000000163,15,75,20,19,16,1.46,7,67,18,25,0.9,1.15,1.26,1.28,1.45,0.89,0.69,0.0155,0.0326,0.0116
BTC/USDT,15m,55,-2038.820000000007,15,87,19,14,18,2.46,13,78,15,24,1.28,1.49,1.49,0.99,1.5,0.67,0.69,0.0162,0.0164,0.0078
BTC/USDT,15m,56,760.9499999999825,9,53,20,16,13,1.33,2,77,20,17,1.23,1.28,0.95,0.93,1.41,1.04,1.11,0.0206,0.0255,0.0057
BTC/USDT,15m,57,-3608.660000000018,20,24,17,12,12,2.85,21,74,11,17,1.39,0.95,1.43,0.88,0.88,1.4,0.89,0.0092,0.02,0.0107
BTC/USDT,15m,58,-3647.390000000014,15,48,8,13,18,2.64,10,74,25,27,0.61,1.06,1.32,0.87,0.88,1.33,0.87,0.024,0.0297,0.0041
BTC/USDT,15m,59,-2178.9800000000105,12,94,12,11,12,1.15,30,68,30,28,1.78,1.36,0.82,0.99,1.5,0.89,1.23,0.0207,0.0272,0.0067
BTC/USDT,15m,60,-3591.4700000000157,18,98,9,10,22,1.29,4,79,16,19,1.53,1.38,1.36,0.93,0.91,0.73,0.93,0.0169,0.0303,0.004
