timestamp,open,high,low,close,volume
2025-07-26 14:15:00,187.43,187.59,187.39,187.54,2552.431
2025-07-26 14:20:00,187.55,187.71,187.46,187.49,5586.693
2025-07-26 14:25:00,187.49,187.49,186.83,187.06,11838.818
2025-07-26 14:30:00,187.07,187.43,187.07,187.18,5852.681
2025-07-26 14:35:00,187.17,187.17,186.84,186.91,6839.045
2025-07-26 14:40:00,186.9,187.06,186.85,187.06,5200.884
2025-07-26 14:45:00,187.06,187.29,187.05,187.29,4723.893
2025-07-26 14:50:00,187.29,187.45,186.24,186.59,22299.551
2025-07-26 14:55:00,186.59,186.78,186.37,186.41,8394.07
2025-07-26 15:00:00,186.41,186.75,186.36,186.69,6184.433
2025-07-26 15:05:00,186.69,186.98,186.68,186.83,5065.541
2025-07-26 15:10:00,186.82,186.82,186.21,186.25,6723.661
2025-07-26 15:15:00,186.25,186.45,186.05,186.41,9633.671
2025-07-26 15:20:00,186.41,186.59,186.27,186.51,6828.015
2025-07-26 15:25:00,186.51,187.06,186.51,187.01,12250.293
2025-07-26 15:30:00,187.02,187.29,186.87,187.12,4073.729
2025-07-26 15:35:00,187.11,187.28,187.08,187.28,4460.476
2025-07-26 15:40:00,187.27,187.39,187.13,187.15,2903.441
2025-07-26 15:45:00,187.14,187.39,186.91,187.39,4869.157
2025-07-26 15:50:00,187.39,187.7,187.28,187.37,5472.444
2025-07-26 15:55:00,187.37,187.52,187.19,187.52,2969.217
2025-07-26 16:00:00,187.53,187.8,187.36,187.55,4241.21
2025-07-26 16:05:00,187.56,187.61,186.77,186.93,7405.495
2025-07-26 16:10:00,186.94,187.1,186.85,186.89,4150.206
2025-07-26 16:15:00,186.9,187.29,186.87,187.26,4401.77
2025-07-26 16:20:00,187.26,187.62,187.16,187.6,4698.002
2025-07-26 16:25:00,187.6,187.6,187.25,187.29,2717.897
2025-07-26 16:30:00,187.29,187.5,187.02,187.04,7563.053
2025-07-26 16:35:00,187.04,187.2,187.0,187.11,7427.366
2025-07-26 16:40:00,187.11,187.2,186.89,186.99,4972.963
2025-07-26 16:45:00,186.99,187.0,186.47,186.59,8853.096
2025-07-26 16:50:00,186.59,187.04,186.59,186.78,5342.932
2025-07-26 16:55:00,186.79,186.83,186.67,186.83,4311.9
2025-07-26 17:00:00,186.83,186.9,186.36,186.56,11490.43
2025-07-26 17:05:00,186.57,186.57,185.69,185.7,23245.087
2025-07-26 17:10:00,185.71,186.05,185.7,186.05,4973.772
2025-07-26 17:15:00,186.05,186.2,185.87,186.01,4368.661
2025-07-26 17:20:00,186.01,186.25,185.97,186.12,3044.632
2025-07-26 17:25:00,186.12,186.3,186.04,186.15,2015.901
2025-07-26 17:30:00,186.15,186.15,185.75,185.76,2726.135
2025-07-26 17:35:00,185.75,186.04,185.75,185.81,4421.053
2025-07-26 17:40:00,185.8,185.83,185.5,185.5,8992.304
2025-07-26 17:45:00,185.51,185.62,185.36,185.57,7282.755
2025-07-26 17:50:00,185.58,185.58,185.38,185.47,2802.914
2025-07-26 17:55:00,185.48,185.66,185.47,185.63,2661.258
2025-07-26 18:00:00,185.63,185.9,185.43,185.89,4609.495
2025-07-26 18:05:00,185.9,185.96,185.75,185.82,6485.303
2025-07-26 18:10:00,185.82,185.87,185.68,185.82,1342.402
2025-07-26 18:15:00,185.82,185.89,185.06,185.58,8439.537
2025-07-26 18:20:00,185.58,185.84,185.54,185.77,2275.57
2025-07-26 18:25:00,185.78,186.02,185.67,186.02,2770.364
2025-07-26 18:30:00,186.01,186.14,185.85,186.14,2962.421
2025-07-26 18:35:00,186.14,186.3,186.06,186.3,5123.222
2025-07-26 18:40:00,186.29,186.34,186.0,186.04,4465.272
2025-07-26 18:45:00,186.04,186.36,185.95,186.36,4094.843
2025-07-26 18:50:00,186.36,186.39,186.21,186.28,3689.664
2025-07-26 18:55:00,186.28,186.28,185.99,186.0,2104.989
2025-07-26 19:00:00,185.99,186.17,185.88,186.17,2441.534
2025-07-26 19:05:00,186.16,186.49,186.16,186.19,5182.019
2025-07-26 19:10:00,186.19,186.19,185.97,186.09,2516.107
2025-07-26 19:15:00,186.08,186.25,185.97,186.0,4018.375
2025-07-26 19:20:00,185.99,186.1,185.92,185.92,2177.363
2025-07-26 19:25:00,185.92,186.0,185.82,185.92,2191.278
2025-07-26 19:30:00,185.93,186.06,185.82,186.01,2943.563
2025-07-26 19:35:00,186.02,186.13,185.89,186.11,3297.947
2025-07-26 19:40:00,186.12,186.36,186.07,186.34,2259.41
2025-07-26 19:45:00,186.33,186.49,186.32,186.42,4865.738
2025-07-26 19:50:00,186.43,186.6,186.4,186.6,5160.072
2025-07-26 19:55:00,186.6,186.64,186.39,186.45,2806.053
2025-07-26 20:00:00,186.44,186.49,186.16,186.18,5756.033
2025-07-26 20:05:00,186.17,186.18,185.99,186.0,2565.909
2025-07-26 20:10:00,186.0,186.11,185.9,185.91,6375.783
2025-07-26 20:15:00,185.9,185.94,185.67,185.73,3208.733
2025-07-26 20:20:00,185.72,185.93,185.72,185.85,2576.312
2025-07-26 20:25:00,185.84,185.9,185.32,185.4,13627.2
2025-07-26 20:30:00,185.41,185.83,185.35,185.82,2893.464
2025-07-26 20:35:00,185.82,186.15,185.81,186.07,2513.51
2025-07-26 20:40:00,186.06,186.14,186.02,186.05,2530.667
2025-07-26 20:45:00,186.05,186.14,185.82,185.91,2895.679
2025-07-26 20:50:00,185.92,186.04,185.87,186.03,3778.562
2025-07-26 20:55:00,186.03,186.08,185.9,185.91,3484.54
2025-07-26 21:00:00,185.9,185.91,185.73,185.78,2051.73
2025-07-26 21:05:00,185.78,185.78,185.6,185.63,2663.216
2025-07-26 21:10:00,185.64,185.65,185.41,185.42,2264.054
