timestamp,open,high,low,close,volume
2025-07-23 03:00:00,795.56,796.27,791.05,791.53,2900.321
2025-07-23 03:15:00,791.54,792.0,790.33,791.95,1856.322
2025-07-23 03:30:00,791.96,796.61,791.96,794.78,4826.808
2025-07-23 03:45:00,794.78,797.09,792.24,797.09,5122.566
2025-07-23 04:00:00,797.09,798.4,795.01,796.4,4795.141
2025-07-23 04:15:00,796.4,797.34,794.47,796.0,4286.012
2025-07-23 04:30:00,796.01,800.0,795.83,798.38,6062.398
2025-07-23 04:45:00,798.38,801.18,798.3,799.69,7443.754
2025-07-23 05:00:00,799.69,801.65,798.41,799.39,10594.664
2025-07-23 05:15:00,799.39,799.6,796.61,797.18,5664.371
2025-07-23 05:30:00,797.18,799.95,796.52,798.23,2516.8
2025-07-23 05:45:00,798.23,798.77,795.89,796.13,2839.806
2025-07-23 06:00:00,796.13,796.95,794.63,795.16,2212.327
2025-07-23 06:15:00,795.16,797.67,792.44,796.6,5415.786
2025-07-23 06:30:00,796.6,797.69,793.83,794.1,4642.274
2025-07-23 06:45:00,794.09,795.38,792.72,794.34,2863.695
2025-07-23 07:00:00,794.35,797.42,793.51,795.92,3779.079
2025-07-23 07:15:00,795.92,797.91,795.61,797.21,2153.806
2025-07-23 07:30:00,797.22,799.14,793.53,793.83,3889.791
2025-07-23 07:45:00,793.83,794.71,792.23,794.42,5331.342
2025-07-23 08:00:00,794.42,796.79,792.46,796.39,2964.195
2025-07-23 08:15:00,796.4,796.95,795.07,795.72,2678.355
2025-07-23 08:30:00,795.72,795.8,790.76,791.18,3549.341
2025-07-23 08:45:00,791.18,793.98,791.0,793.46,4280.517
2025-07-23 09:00:00,793.46,794.71,792.01,792.87,3175.55
2025-07-23 09:15:00,792.88,793.35,791.0,792.2,5285.19
2025-07-23 09:30:00,792.21,794.11,790.61,790.91,3524.188
2025-07-23 09:45:00,790.9,794.13,790.7,791.53,2263.351
2025-07-23 10:00:00,791.53,792.4,788.24,788.81,9331.182
2025-07-23 10:15:00,788.8,794.45,788.8,793.94,5536.137
2025-07-23 10:30:00,793.94,797.58,793.1,796.8,5221.581
2025-07-23 10:45:00,796.8,799.9,796.8,799.4,8030.96
2025-07-23 11:00:00,799.4,800.95,797.03,797.3,5964.244
2025-07-23 11:15:00,797.31,807.02,797.31,803.4,17176.207
2025-07-23 11:30:00,803.4,808.2,801.92,808.2,10322.018
2025-07-23 11:45:00,808.19,808.81,806.01,808.46,10160.259
2025-07-23 12:00:00,808.47,809.84,805.12,806.66,12064.547
2025-07-23 12:15:00,806.67,807.59,804.5,804.9,4891.818
2025-07-23 12:30:00,804.9,805.3,798.24,799.92,7376.025
2025-07-23 12:45:00,799.92,802.03,794.12,795.3,14696.065
2025-07-23 13:00:00,795.3,798.1,792.59,794.85,11640.857
2025-07-23 13:15:00,794.86,794.86,785.0,791.82,22870.36
2025-07-23 13:30:00,791.81,791.81,776.51,777.75,22865.867
2025-07-23 13:45:00,777.74,787.31,775.3,780.99,41756.044
2025-07-23 14:00:00,780.99,788.0,779.57,783.74,13148.398
2025-07-23 14:15:00,783.74,790.07,783.66,789.61,8233.122
2025-07-23 14:30:00,789.61,790.14,786.26,786.47,5632.43
2025-07-23 14:45:00,786.47,787.18,784.38,787.18,3159.149
2025-07-23 15:00:00,787.18,788.91,779.74,780.57,9594.935
2025-07-23 15:15:00,780.57,784.38,779.72,783.48,4300.761
2025-07-23 15:30:00,783.49,789.24,783.01,789.1,3679.224
2025-07-23 15:45:00,789.1,789.11,782.19,784.43,6669.076
2025-07-23 16:00:00,784.43,784.56,778.35,779.24,10290.876
2025-07-23 16:15:00,779.24,781.23,772.69,777.27,9174.837
2025-07-23 16:30:00,777.26,777.27,766.38,770.46,17533.551
2025-07-23 16:45:00,770.46,770.46,765.58,765.77,6031.71
2025-07-23 17:00:00,765.77,768.27,762.67,764.36,8528.488
2025-07-23 17:15:00,764.35,768.56,761.0,764.51,11140.502
2025-07-23 17:30:00,764.5,769.77,763.21,769.03,5850.403
2025-07-23 17:45:00,769.04,771.2,767.54,770.86,6298.142
2025-07-23 18:00:00,770.88,772.6,768.75,769.9,4237.737
2025-07-23 18:15:00,769.9,774.09,769.53,771.98,3199.207
2025-07-23 18:30:00,771.98,774.0,771.22,772.01,2280.729
2025-07-23 18:45:00,772.0,776.09,771.92,775.84,2801.186
2025-07-23 19:00:00,775.84,776.98,773.61,774.1,2774.722
2025-07-23 19:15:00,774.1,775.55,772.59,773.86,1898.415
2025-07-23 19:30:00,773.86,773.86,771.4,772.19,2209.592
2025-07-23 19:45:00,772.19,775.39,770.3,770.83,2519.268
2025-07-23 20:00:00,770.82,773.4,768.9,770.1,3275.057
2025-07-23 20:15:00,770.09,770.46,764.2,765.92,5056.117
2025-07-23 20:30:00,765.93,766.59,756.3,762.41,14296.836
2025-07-23 20:45:00,762.41,764.22,757.36,763.0,4943.79
2025-07-23 21:00:00,763.02,766.49,762.99,765.55,4300.022
2025-07-23 21:15:00,765.55,765.9,752.47,757.68,8300.077
2025-07-23 21:30:00,757.68,765.67,755.24,764.7,6089.806
2025-07-23 21:45:00,764.7,771.0,764.7,768.61,3315.355
2025-07-23 22:00:00,768.61,770.6,763.54,770.08,4878.381
2025-07-23 22:15:00,770.09,773.6,768.83,772.64,3513.565
2025-07-23 22:30:00,772.64,773.49,771.42,773.34,1580.118
2025-07-23 22:45:00,773.35,774.71,772.76,773.91,1890.652
2025-07-23 23:00:00,773.92,776.23,773.64,776.13,1468.836
2025-07-23 23:15:00,776.14,776.36,774.7,776.02,1654.616
2025-07-23 23:30:00,776.02,776.33,774.23,776.28,2549.536
2025-07-23 23:45:00,776.28,777.24,775.49,776.74,1814.396
2025-07-24 00:00:00,776.74,776.74,772.68,774.95,3960.707
2025-07-24 00:15:00,774.95,779.35,773.7,779.3,3088.465
2025-07-24 00:30:00,779.29,782.76,777.86,782.75,3467.799
2025-07-24 00:45:00,782.75,784.54,781.4,784.15,2984.557
2025-07-24 01:00:00,784.15,784.16,781.86,782.8,4242.334
2025-07-24 01:15:00,782.81,784.17,781.69,782.78,2586.557
2025-07-24 01:30:00,782.79,784.04,781.37,782.8,2406.837
2025-07-24 01:45:00,782.8,784.16,782.58,783.98,1133.964
2025-07-24 02:00:00,783.98,784.04,781.37,782.66,2269.225
2025-07-24 02:15:00,782.67,782.74,780.5,781.23,1635.858
2025-07-24 02:30:00,781.24,783.31,781.21,782.91,1111.187
2025-07-24 02:45:00,782.9,786.16,782.0,782.51,4394.688
2025-07-24 03:00:00,782.52,782.54,780.79,781.97,1809.117
2025-07-24 03:15:00,781.97,784.08,781.21,783.67,1870.281
2025-07-24 03:30:00,783.67,783.68,781.27,782.47,1845.849
2025-07-24 03:45:00,782.47,782.68,778.72,779.44,4135.959
2025-07-24 04:00:00,779.44,780.1,776.14,778.99,3470.68
2025-07-24 04:15:00,778.99,778.99,774.0,774.56,2271.37
2025-07-24 04:30:00,774.56,775.0,768.18,768.61,5096.916
2025-07-24 04:45:00,768.6,769.99,766.26,767.39,3402.292
2025-07-24 05:00:00,767.38,767.71,762.42,762.42,5250.911
2025-07-24 05:15:00,762.41,766.0,760.02,761.3,5640.997
2025-07-24 05:30:00,761.31,766.01,760.7,764.56,6169.201
2025-07-24 05:45:00,764.57,764.61,751.5,751.58,13931.21
