timestamp,open,high,low,close,volume
2025-07-23 03:00:00,3745.56,3746.48,3733.55,3740.62,3738.7401
2025-07-23 03:15:00,3740.62,3755.0,3731.0,3753.99,3486.2874
2025-07-23 03:30:00,3753.99,3758.88,3742.55,3743.75,6529.9789
2025-07-23 03:45:00,3743.75,3743.75,3725.24,3728.63,5162.5232
2025-07-23 04:00:00,3728.63,3731.07,3719.64,3724.64,3940.5794
2025-07-23 04:15:00,3724.65,3734.62,3719.62,3733.0,3446.5283
2025-07-23 04:30:00,3732.99,3735.71,3730.0,3733.12,1994.9265
2025-07-23 04:45:00,3733.12,3734.88,3727.14,3734.88,3058.0101
2025-07-23 05:00:00,3734.88,3737.6,3719.3,3723.02,3764.6654
2025-07-23 05:15:00,3723.01,3727.52,3710.0,3713.5,5763.4973
2025-07-23 05:30:00,3713.49,3720.36,3702.13,3710.21,5030.9072
2025-07-23 05:45:00,3710.2,3718.41,3707.51,3713.52,3270.1817
2025-07-23 06:00:00,3713.52,3715.58,3703.22,3708.6,2944.6029
2025-07-23 06:15:00,3708.61,3708.61,3690.01,3700.0,7897.7146
2025-07-23 06:30:00,3699.99,3704.61,3686.37,3689.07,5128.9619
2025-07-23 06:45:00,3689.08,3696.17,3688.89,3694.5,2498.5787
2025-07-23 07:00:00,3694.49,3699.71,3684.0,3691.5,6693.0421
2025-07-23 07:15:00,3691.5,3699.29,3690.43,3692.69,2747.6989
2025-07-23 07:30:00,3692.69,3698.12,3670.01,3672.58,9082.7342
2025-07-23 07:45:00,3672.57,3675.54,3663.91,3673.33,8399.8012
2025-07-23 08:00:00,3673.33,3682.76,3667.03,3681.05,6339.4099
2025-07-23 08:15:00,3681.05,3686.72,3675.02,3683.25,4794.2433
2025-07-23 08:30:00,3683.24,3684.8,3670.74,3674.18,3400.0973
2025-07-23 08:45:00,3674.18,3692.22,3673.3,3691.94,5197.1282
2025-07-23 09:00:00,3691.93,3698.0,3678.77,3681.4,4408.4284
2025-07-23 09:15:00,3681.4,3681.4,3656.08,3656.24,9294.2259
2025-07-23 09:30:00,3656.24,3667.15,3650.0,3660.85,8363.9011
2025-07-23 09:45:00,3660.84,3666.38,3654.97,3658.78,4567.0538
2025-07-23 10:00:00,3658.78,3662.26,3639.96,3640.9,11096.7828
2025-07-23 10:15:00,3640.91,3661.63,3640.91,3657.79,5708.792
2025-07-23 10:30:00,3657.78,3669.07,3655.23,3663.11,4363.7637
2025-07-23 10:45:00,3663.11,3669.4,3662.47,3665.79,2126.4456
2025-07-23 11:00:00,3665.78,3666.5,3648.31,3648.32,3384.644
2025-07-23 11:15:00,3648.32,3674.44,3648.32,3671.43,4504.4215
2025-07-23 11:30:00,3671.44,3676.51,3668.5,3676.03,4962.6306
2025-07-23 11:45:00,3676.03,3676.03,3668.22,3671.99,3308.9519
2025-07-23 12:00:00,3671.99,3680.54,3661.33,3679.4,3326.7404
2025-07-23 12:15:00,3679.41,3680.68,3667.99,3674.35,3870.0386
2025-07-23 12:30:00,3674.34,3678.0,3651.0,3653.9,5178.1917
2025-07-23 12:45:00,3653.9,3665.62,3634.0,3640.25,12145.846
2025-07-23 13:00:00,3640.24,3651.32,3630.0,3649.04,17437.6939
2025-07-23 13:15:00,3649.05,3663.06,3638.26,3661.17,15003.1461
2025-07-23 13:30:00,3661.17,3663.09,3606.07,3614.49,28604.5386
2025-07-23 13:45:00,3614.49,3615.29,3573.47,3587.42,63565.1135
2025-07-23 14:00:00,3587.42,3611.02,3580.42,3588.02,22801.9746
2025-07-23 14:15:00,3588.01,3624.84,3588.01,3620.26,16371.3348
2025-07-23 14:30:00,3620.26,3624.59,3598.0,3601.78,18832.1661
2025-07-23 14:45:00,3601.79,3618.0,3593.07,3616.44,13372.8928
2025-07-23 15:00:00,3616.43,3624.0,3596.86,3598.39,11196.3886
2025-07-23 15:15:00,3598.39,3615.0,3598.39,3606.97,11476.5731
2025-07-23 15:30:00,3606.84,3622.16,3603.98,3622.15,6822.3933
